kb,date,url,slug,uuid
"4057115","2018-01-16","https://support.microsoft.com/help/4057115","description-of-the-security-update-for-sql-server-2012-sp3-gdr-january-16-2018-665440fa-611e-ec02-f795-52b9732f2744","665440fa-611e-ec02-f795-52b9732f2744"
"4057116","2018-01-12","https://support.microsoft.com/help/4057116","description-of-the-security-update-for-sql-server-2012-sp4-gdr-january-12-2018-06e09180-23a0-6b87-ab4d-f1ff962b27cf","06e09180-23a0-6b87-ab4d-f1ff962b27cf"
"4057118","2018-01-03","https://support.microsoft.com/help/4057118","description-of-the-security-update-for-sql-server-2016-sp1-gdr-january-3-2018-a20280e3-5540-5487-877a-51e0ccc032ae","a20280e3-5540-5487-877a-51e0ccc032ae"
"4057120","2018-01-16","https://support.microsoft.com/help/4057120","description-of-the-security-update-for-sql-server-2014-sp2-gdr-january-16-2018-69a197cb-5934-fa5f-23e4-0d6573db2624","69a197cb-5934-fa5f-23e4-0d6573db2624"
"4057121","2018-01-16","https://support.microsoft.com/help/4057121","description-of-the-security-update-for-sql-server-2012-sp3-cu-january-16-2018-a69b7466-ab29-bb34-4d6a-7066458e3e7a","a69b7466-ab29-bb34-4d6a-7066458e3e7a"
"4057122","2018-01-03","https://support.microsoft.com/help/4057122","description-of-the-security-update-for-sql-server-2017-gdr-january-3-2018-70e47be9-aa41-9eef-91aa-cc75d1cb8ae8","70e47be9-aa41-9eef-91aa-cc75d1cb8ae8"
"4057142","2018-01-17","https://support.microsoft.com/help/4057142","january-17-2018-kb4057142-os-build-14393-2034-65526870-f2b6-30cd-6f83-bbabcd690750","65526870-f2b6-30cd-6f83-bbabcd690750"
"4057144","2018-01-17","https://support.microsoft.com/help/4057144","january-17-2018-kb4057144-os-build-15063-877-c517df9f-8c07-cdaf-e8b9-784576563097","c517df9f-8c07-cdaf-e8b9-784576563097"
"4058103","2018-01-01","https://support.microsoft.com/help/4058103","january-2018-updates-for-microsoft-office-a4371a5e-cf89-9ee2-f047-f7a679e878c6","a4371a5e-cf89-9ee2-f047-f7a679e878c6"
"4058559","2018-01-06","https://support.microsoft.com/help/4058559","description-of-the-security-update-for-sql-server-2016-cu-january-6-2018-979180dd-9127-8619-3734-010bb5f07382","979180dd-9127-8619-3734-010bb5f07382"
"4058560","2018-01-06","https://support.microsoft.com/help/4058560","description-of-the-security-update-for-sql-server-2016-gdr-january-6-2018-cfc351d4-85ef-9539-d651-00d9a7441e08","cfc351d4-85ef-9539-d651-00d9a7441e08"
"4058562","2018-01-03","https://support.microsoft.com/help/4058562","description-of-the-security-update-for-sql-server-2017-rtm-cu3-january-3-2018-38b203f0-5867-cf30-43c1-dfa9d339c860","38b203f0-5867-cf30-43c1-dfa9d339c860"
"4073291","2018-01-18","https://support.microsoft.com/help/4073291","january-18-2018-kb4073291-os-build-16299-201-24f6a0f5-6496-82fe-8991-ed3511d26d48","24f6a0f5-6496-82fe-8991-ed3511d26d48"
"4074588","2018-02-13","https://support.microsoft.com/help/4074588","february-13-2018-kb4074588-os-build-16299-248-b4e2ca66-dd7a-6fd5-a8f3-dc6683d4922b","b4e2ca66-dd7a-6fd5-a8f3-dc6683d4922b"
"4074590","2018-02-13","https://support.microsoft.com/help/4074590","february-13-2018-kb4074590-os-build-14393-2068-921beaad-2b3f-878d-256e-35078cbb685a","921beaad-2b3f-878d-256e-35078cbb685a"
